iata_code,name,municipality,iso_country,continent,latitude_deg,longitude_deg
YGL,La Grande Rivière Airport,La Grande Rivière,CA,NA,53.62530136,-77.70420074
YGO,Gods Lake Narrows Airport,Gods Lake Narrows,CA,NA,54.55889893,-94.49140167
YGP,Gaspé (Michel-Pouliot) Airport,Gaspé,CA,NA,48.77529907,-64.47859955
YGR,Îles-de-la-Madeleine Airport,Îles-de-la-Madeleine,CA,NA,47.42470169,-61.77809906
YGT,Igloolik Airport,Igloolik,CA,NA,69.36470032,-81.81610107
YGW,Kuujjuarapik Airport,Kuujjuarapik,CA,NA,55.2818985,-77.76529694
YGX,Gillam Airport,Gillam,CA,NA,56.35749817,-94.71060181
YGZ,Grise Fiord Airport,Grise Fiord,CA,NA,76.42610168,-82.90920258
YHA,Port Hope Simpson Airport,Port Hope Simpson,CA,NA,52.52809906,-56.28609848
YHD,Dryden Regional Airport,Dryden,CA,NA,49.831699,-92.744202
YHI,Ulukhaktok Holman Airport,Ulukhaktok,CA,NA,70.76280212,-117.8059998
YHK,Gjoa Haven Airport,Gjoa Haven,CA,NA,68.63559723,-95.84970093
YHM,John C. Munro Hamilton International Airport,Hamilton,CA,NA,43.17359924,-79.93499756
YHO,Hopedale Airport,Hopedale,CA,NA,55.44829941,-60.22859955
YHP,Poplar Hill Airport,Poplar Hill,CA,NA,52.1133,-94.2556
YHR,Chevery Airport,Chevery,CA,NA,50.46889877,-59.63669968
YHU,Montréal / Saint-Hubert Airport,Montréal,CA,NA,45.51750183,-73.41690063
YHY,Hay River / Merlyn Carter Airport,Hay River,CA,NA,60.83969879,-115.7829971
YHZ,Halifax / Stanfield International Airport,Halifax,CA,NA,44.88079834,-63.50859833
YIK,Ivujivik Airport,Ivujivik,CA,NA,62.41730118,-77.9253006
YIO,Pond Inlet Airport,Pond Inlet,CA,NA,72.6832962,-77.96669769
YIV,Island Lake Airport,Island Lake,CA,NA,53.85720062,-94.6536026
YJT,Stephenville Airport,Stephenville,CA,NA,48.5442009,-58.54999924
YKA,Kamloops Airport,Kamloops,CA,NA,50.70220184,-120.4440002
YKF,Waterloo Airport,Kitchener,CA,NA,43.46080017,-80.37860107
YKG,Kangirsuk Airport,Kangirsuk,CA,NA,60.02719879,-69.99919891
YKL,Schefferville Airport,Schefferville,CA,NA,54.80530167,-66.80529785
YKM,Yakima Air Terminal McAllister Field,Yakima,US,NA,46.56819916,-120.5439987
YKQ,Waskaganish Airport,Waskaganish,CA,NA,51.47330093,-78.75830078
YKU,Chisasibi Airport,Chisasibi,CA,NA,53.80559921,-78.91690063
YLC,Kimmirut Airport,Kimmirut,CA,NA,62.84999847,-69.88330078
YLH,Lansdowne House Airport,Lansdowne House,CA,NA,52.1955986,-87.93419647
YLL,Lloydminster Airport,Lloydminster,CA,NA,53.30920029,-110.072998
YLW,Kelowna International Airport,Kelowna,CA,NA,49.95610046,-119.3779984
YMH,Mary's Harbour Airport,Mary's Harbour,CA,NA,52.30279922,-55.84719849
YMM,Fort McMurray Airport,Fort McMurray,CA,NA,56.65330124,-111.2220001
YMN,Makkovik Airport,Makkovik,CA,NA,55.07690048,-59.18640137
YMO,Moosonee Airport,Moosonee,CA,NA,51.29109955,-80.60780334
YMT,Chapais Airport,Chibougamau,CA,NA,49.77190018,-74.52809906
YNA,Natashquan Airport,Natashquan,CA,NA,50.18999863,-61.78919983
YNC,Wemindji Airport,Wemindji,CA,NA,53.01060104,-78.83110046
YND,Ottawa / Gatineau Airport,Gatineau,CA,NA,45.521702,-75.563599
YNE,Norway House Airport,Norway House,CA,NA,53.95830154,-97.84420013
YNL,Points North Landing Airport,Points North Landing,CA,NA,58.27669907,-104.0820007
YNO,North Spirit Lake Airport,North Spirit Lake,CA,NA,52.49000168,-92.97109985
YNP,Natuashish Airport,Natuashish,CA,NA,55.913898,-61.184399
YNS,Nemiscau Airport,Nemiscau,CA,NA,51.69110107,-76.13559723
YOC,Old Crow Airport,Old Crow,CA,NA,67.57060242,-139.8390045
YOG,Ogoki Post Airport,Ogoki Post,CA,NA,51.65859985,-85.90170288
YOH,Oxford House Airport,Oxford House,CA,NA,54.93330002,-95.27890015
YOJ,High Level Airport,High Level,CA,NA,58.62139893,-117.1650009
YOP,Rainbow Lake Airport,Rainbow Lake,CA,NA,58.49140167,-119.4079971
YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,CA,NA,45.32249832,-75.66919708
YPA,Prince Albert Glass Field,Prince Albert,CA,NA,53.21419907,-105.6729965
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA,NA,69.36083812,-124.07547
YPE,Peace River Airport,Peace River,CA,NA,56.226898,-117.446999
YPH,Inukjuak Airport,Inukjuak,CA,NA,58.47190094,-78.07689667
YPJ,Aupaluk Airport,Aupaluk,CA,NA,59.29669952,-69.59970093
YPL,Pickle Lake Airport,Pickle Lake,CA,NA,51.44639969,-90.21420288
YPM,Pikangikum Airport,Pikangikum,CA,NA,51.81969833,-93.97329712
YPO,Peawanuck Airport,Peawanuck,CA,NA,54.98809814,-85.44329834
YPR,Prince Rupert Airport,Prince Rupert,CA,NA,54.28609848,-130.4450073
YPW,Powell River Airport,Powell River,CA,NA,49.83420181,-124.5
YPY,Fort Chipewyan Airport,Fort Chipewyan,CA,NA,58.76720047,-111.1169968
YQB,Quebec Jean Lesage International Airport,Quebec,CA,NA,46.7911,-71.393303
YQC,Quaqtaq Airport,Quaqtaq,CA,NA,61.04639816,-69.61779785
YQD,The Pas Airport,The Pas,CA,NA,53.97140121,-101.0910034
YQG,Windsor Airport,Windsor,CA,NA,42.27560043,-82.95559692
YQK,Kenora Airport,Kenora,CA,NA,49.78829956,-94.36309814
YQL,Lethbridge County Airport,Lethbridge,CA,NA,49.63029861,-112.8000031
YQM,Greater Moncton International Airport,Moncton,CA,NA,46.11220169,-64.6785965
YQN,Nakina Airport,Nakina,CA,NA,50.18280029,-86.6964035
YQQ,Comox Airport,Comox,CA,NA,49.71080017,-124.887001
YQR,Regina International Airport,Regina,CA,NA,50.43190002,-104.6660004
YQT,Thunder Bay Airport,Thunder Bay,CA,NA,48.37189865,-89.32389832
YQU,Grande Prairie Airport,Grande Prairie,CA,NA,55.17969894,-118.8850021
YQX,Gander International Airport,Gander,CA,NA,48.93690109,-54.56809998
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,NA,46.1614,-60.047798
YQZ,Quesnel Airport,Quesnel,CA,NA,53.02610016,-122.5100021
YRA,Rae Lakes Airport,Gamètì,CA,NA,64.1160965,-117.3099976
YRB,Resolute Bay Airport,Resolute Bay,CA,NA,74.71690369,-94.9693985
YRF,Cartwright Airport,Cartwright,CA,NA,53.68280029,-57.04190063
YRG,Rigolet Airport,Rigolet,CA,NA,54.17969894,-58.45750046
YRJ,Roberval Airport,Roberval,CA,NA,48.52000046,-72.26560211
YRL,Red Lake Airport,Red Lake,CA,NA,51.06689835,-93.79309845
YRT,Rankin Inlet Airport,Rankin Inlet,CA,NA,62.81140137,-92.11579895
YSB,Sudbury Airport,Sudbury,CA,NA,46.625,-80.79889679
YSF,Stony Rapids Airport,Stony Rapids,CA,NA,59.25030136,-105.8410034
YSG,Lutselk'e Airport,Lutselk'e,CA,NA,62.418303,-110.681998
YSJ,Saint John Airport,Saint John,CA,NA,45.31610107,-65.89029694
YSK,Sanikiluaq Airport,Sanikiluaq,CA,NA,56.53779984,-79.24669647
YSM,Fort Smith Airport,Fort Smith,CA,NA,60.02030182,-111.961998
YSO,Postville Airport,Postville,CA,NA,54.9105,-59.78507
YST,St. Theresa Point Airport,St. Theresa Point,CA,NA,53.84560013,-94.85189819
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,CA,NA,71.99389648,-125.2429962
YTE,Cape Dorset Airport,Cape Dorset,CA,NA,64.23000336,-76.52670288
YTF,Alma Airport,Alma,CA,NA,48.50889969,-71.64189911
YTH,Thompson Airport,Thompson,CA,NA,55.80110168,-97.86419678
YTL,Big Trout Lake Airport,Big Trout Lake,CA,NA,53.81779861,-89.89689636
YTS,Timmins/Victor M. Power,Timmins,CA,NA,48.56969833,-81.37670136
YTZ,Billy Bishop Toronto City Centre Airport,Toronto,CA,NA,43.627499,-79.396202
YUB,Tuktoyaktuk Airport,Tuktoyaktuk,CA,NA,69.4332962,-133.026001
YUD,Umiujaq Airport,Umiujaq,CA,NA,56.53609848,-76.51830292
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA,NA,45.47060013,-73.74079895
YUM,Yuma MCAS/Yuma International Airport,Yuma,US,NA,32.65660095,-114.6060028
YUT,Naujaat Airport,Repulse Bay,CA,NA,66.5214,-86.224701
YUX,Hall Beach Airport,Hall Beach,CA,NA,68.77610016,-81.2425
YUY,Rouyn Noranda Airport,Rouyn-Noranda,CA,NA,48.20610046,-78.83560181
YVC,La Ronge Airport,La Ronge,CA,NA,55.15140152,-105.262001
YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,CA,NA,67.54579926,-64.03140259
YVO,Val-d'Or Airport,Val-d'Or,CA,NA,48.05329895,-77.78279877
YVP,Kuujjuaq Airport,Kuujjuaq,CA,NA,58.09609985,-68.42690277
YVQ,Norman Wells Airport,Norman Wells,CA,NA,65.28160095,-126.7979965
YVR,Vancouver International Airport,Vancouver,CA,NA,49.19390106,-123.1839981
YVZ,Deer Lake Airport,Deer Lake,CA,NA,52.65579987,-94.06140137
YWB,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,CA,NA,61.58860016,-71.92939758
YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,NA,49.90999985,-97.23989868
YWH,Victoria Harbour Seaplane Base,Victoria,CA,NA,48.42498589,-123.3888674
YWJ,Déline Airport,Déline,CA,NA,65.21109772,-123.435997
YWK,Wabush Airport,Wabush,CA,NA,52.9219017,-66.86440277
YWL,Williams Lake Airport,Williams Lake,CA,NA,52.18310165,-122.0540009
YWM,Williams Harbour Airport,Williams Harbour,CA,NA,52.56689835,-55.78469849
YWP,Webequie Airport,Webequie,CA,NA,52.9593934,-87.37486839
YWS,Whistler/Green Lake Water Aerodrome,Whistler,CA,NA,50.14360046,-122.9489975
YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,NA,49.6108017,-115.7819977
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA,NA,52.17079926,-106.6999969
YXH,Medicine Hat Airport,Medicine Hat,CA,NA,50.01890182,-110.7210007
YXJ,Fort St John Airport,Fort St.John,CA,NA,56.238098,-120.739998
YXL,Sioux Lookout Airport,Sioux Lookout,CA,NA,50.11389923,-91.90529633
YXN,Whale Cove Airport,Whale Cove,CA,NA,62.24000168,-92.59809875
YXP,Pangnirtung Airport,Pangnirtung,CA,NA,66.14499664,-65.71360016
YXS,Prince George Airport,Prince George,CA,NA,53.88940048,-122.6790009
YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,CA,NA,54.468498,-128.576009
YXU,London Airport,London,CA,NA,43.035599,-81.1539
YXX,Abbotsford Airport,Abbotsford,CA,NA,49.02529907,-122.3610001
YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,CA,NA,60.70959854,-135.0670013
YYB,North Bay Jack Garland Airport,North Bay,CA,NA,46.363602,-79.422798
YYC,Calgary International Airport,Calgary,CA,NA,51.11389923,-114.0199966
YYD,Smithers Airport,Smithers,CA,NA,54.8246994,-127.1829987
YYE,Fort Nelson Airport,Fort Nelson,CA,NA,58.83639908,-122.5970001
YYF,Penticton Airport,Penticton,CA,NA,49.46310043,-119.6019974
YYG,Charlottetown Airport,Charlottetown,CA,NA,46.29000092,-63.12110138
YYH,Taloyoak Airport,Taloyoak,CA,NA,69.5467,-93.576698
YYJ,Victoria International Airport,Victoria,CA,NA,48.64690018,-123.4260025
YYL,Lynn Lake Airport,Lynn Lake,CA,NA,56.86389923,-101.0759964
YYQ,Churchill Airport,Churchill,CA,NA,58.73920059,-94.06500244
YYR,Goose Bay Airport,Goose Bay,CA,NA,53.31919861,-60.42580032
YYT,St. John's International Airport,St. John's,CA,NA,47.61859894,-52.75189972
YYU,Kapuskasing Airport,Kapuskasing,CA,NA,49.41389847,-82.46749878
YYY,Mont Joli Airport,Mont-Joli,CA,NA,48.60860062,-68.20809937
YYZ,Lester B. Pearson International Airport,Toronto,CA,NA,43.67720032,-79.63059998
YZF,Yellowknife Airport,Yellowknife,CA,NA,62.46279907,-114.4400024
YZG,Salluit Airport,Salluit,CA,NA,62.1794014,-75.66719818
YZP,Sandspit Airport,Sandspit,CA,NA,53.25429916,-131.8139954
YZR,Chris Hadfield Airport,Sarnia,CA,NA,42.99940109,-82.30889893
YZS,Coral Harbour Airport,Coral Harbour,CA,NA,64.19329834,-83.35939789
YZT,Port Hardy Airport,Port Hardy,CA,NA,50.68059921,-127.3669968
ZAC,York Landing Airport,York Landing,CA,NA,56.08940125,-96.08920288
ZBF,Bathurst Airport,Bathurst,CA,NA,47.62969971,-65.73889923
ZCL,General Leobardo C. Ruiz International Airport,Zacatecas,MX,NA,22.89710045,-102.6869965
ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,CA,NA,52.185001,-128.156994
ZEM,Eastmain River Airport,Eastmain River,CA,NA,52.22639847,-78.52249908
ZFD,Fond-Du-Lac Airport,Fond-Du-Lac,CA,NA,59.33440018,-107.1819992
ZFM,Fort Mcpherson Airport,Fort Mcpherson,CA,NA,67.40750122,-134.8609924
ZFN,Tulita Airport,Tulita,CA,NA,64.909697,-125.572998
ZGI,Gods River Airport,Gods River,CA,NA,54.83969879,-94.07859802
ZIH,Ixtapa Zihuatanejo International Airport,Ixtapa,MX,NA,17.60160065,-101.4609985
ZJN,Swan River Airport,Swan River,CA,NA,52.12060165,-101.2360001
ZKE,Kashechewan Airport,Kashechewan,CA,NA,52.28250122,-81.67780304
ZLO,Playa De Oro International Airport,Manzanillo,MX,NA,19.14480019,-104.5589981
ZLT,La Tabatière Airport,La Tabatière,CA,NA,50.8307991,-58.9756012
ZMT,Masset Airport,Masset,CA,NA,54.02750015,-132.125
ZNA,Nanaimo Harbour Water Airport,Nanaimo,CA,NA,49.18330002,-123.9499969
ZPB,Sachigo Lake Airport,Sachigo Lake,CA,NA,53.89110184,-92.1964035
ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,CA,NA,52.9435997,-91.31279755
ZSA,San Salvador Airport,San Salvador,BS,NA,24.06329918,-74.52400208
ZSJ,Sandy Lake Airport,Sandy Lake,CA,NA,53.06420135,-93.3443985
ZTM,Shamattawa Airport,Shamattawa,CA,NA,55.86560059,-92.08139801
ZUM,Churchill Falls Airport,Churchill Falls,CA,NA,53.56190109,-64.10639954
ZWL,Wollaston Lake Airport,Wollaston Lake,CA,NA,58.10689926,-103.1719971
